CODEALERTA,VPRESSAO_original
339299,agriculture
339306,agriculture
339329,ilegal_mining
339331,agriculture
339357,agriculture
339366,agriculture
339439,agriculture
339461,agriculture
339480,agriculture
339483,agriculture
339503,agriculture
339508,agriculture
339518,agriculture
339534,ilegal_mining
339535,agriculture
339537,agriculture
339541,agriculture
339550,agriculture
339555,agriculture
339566,agriculture
339583,ilegal_mining
339621,agriculture
339657,ilegal_mining
339665,agriculture
339713,agriculture
339740,agriculture
339774,agriculture
339784,agriculture
339797,agriculture
339817,agriculture
339818,agriculture
339848,agriculture
339849,urban_expansion
339903,agriculture
339909,agriculture
339912,ilegal_mining
339932,agriculture
339934,ilegal_mining
339935,ilegal_mining
339937,ilegal_mining
339942,agriculture
339943,ilegal_mining
339956,agriculture
339967,agriculture
339977,agriculture
340018,agriculture
340247,ilegal_mining
340268,ilegal_mining
340271,ilegal_mining
340280,ilegal_mining
340289,agriculture
340292,ilegal_mining
340294,agriculture
340311,agriculture
340316,agriculture
340318,agriculture
340325,agriculture
340345,ilegal_mining
340357,ilegal_mining
340381,ilegal_mining
340382,ilegal_mining
340384,ilegal_mining
340391,agriculture
340402,agriculture
340404,agriculture
340407,agriculture
340415,agriculture
340439,ilegal_mining
340446,agriculture
340455,ilegal_mining
340460,ilegal_mining
340462,agriculture
340500,ilegal_mining
340524,agriculture
340547,agriculture
340581,agriculture
340589,agriculture
340594,agriculture
340602,agriculture
340608,agriculture
340690,ilegal_mining
340723,agriculture
340732,ilegal_mining
340753,ilegal_mining
340754,agriculture
340771,agriculture
340790,agriculture
340814,agriculture
340861,ilegal_mining
340888,agriculture
340902,agriculture
340908,agriculture
340969,agriculture
340973,agriculture
340976,agriculture
340978,agriculture
341000,agriculture
341001,agriculture
341007,agriculture
341010,agriculture
341011,ilegal_mining
341014,agriculture
341629,agriculture
342578,ilegal_mining
342599,agriculture
342619,agriculture
342633,ilegal_mining
342651,agriculture
342652,ilegal_mining
342667,agriculture
342669,agriculture
342675,ilegal_mining
342723,agriculture
342743,agriculture
342747,agriculture
342778,agriculture
342782,ilegal_mining
342786,ilegal_mining
342791,ilegal_mining
342796,agriculture
342812,ilegal_mining
342814,ilegal_mining
342816,ilegal_mining
342819,ilegal_mining
342821,ilegal_mining
342822,ilegal_mining
342823,ilegal_mining
342824,ilegal_mining
342825,agriculture
342828,ilegal_mining
342831,ilegal_mining
342832,ilegal_mining
342842,ilegal_mining
342846,ilegal_mining
342848,ilegal_mining
342853,ilegal_mining
342862,ilegal_mining
342863,ilegal_mining
342864,ilegal_mining
342866,ilegal_mining
344474,ilegal_mining
344486,agriculture
344497,agriculture
344519,agriculture
344530,agriculture
344559,agriculture
344561,agriculture
344564,agriculture
344606,agriculture
344628,ilegal_mining
344635,ilegal_mining
344637,ilegal_mining
344639,ilegal_mining
344746,ilegal_mining
344756,ilegal_mining
344757,ilegal_mining
344822,agriculture
344832,ilegal_mining
344877,agriculture
344886,ilegal_mining
344887,ilegal_mining
344888,ilegal_mining
344889,ilegal_mining
344893,ilegal_mining
344899,ilegal_mining
344901,ilegal_mining
344902,ilegal_mining
344906,ilegal_mining
344907,ilegal_mining
344909,ilegal_mining
344912,ilegal_mining
344915,ilegal_mining
344918,ilegal_mining
344919,ilegal_mining
344921,ilegal_mining
344923,ilegal_mining
344925,ilegal_mining
344926,ilegal_mining
344927,ilegal_mining
344929,ilegal_mining
344930,ilegal_mining
344934,ilegal_mining
344939,ilegal_mining
344940,ilegal_mining
344941,ilegal_mining
344942,ilegal_mining
344943,ilegal_mining
344946,ilegal_mining
344947,ilegal_mining
344948,ilegal_mining
344953,ilegal_mining
344954,ilegal_mining
344955,ilegal_mining
344957,ilegal_mining
344960,ilegal_mining
344963,ilegal_mining
344964,ilegal_mining
344966,ilegal_mining
344970,ilegal_mining
344973,ilegal_mining
344983,ilegal_mining
344986,ilegal_mining
344988,ilegal_mining
344989,ilegal_mining
344990,ilegal_mining
344995,ilegal_mining
344996,ilegal_mining
345001,ilegal_mining
345006,ilegal_mining
345578,agriculture
346829,agriculture
346911,agriculture
346920,agriculture
346930,agriculture
346942,agriculture
346949,agriculture
346950,agriculture
346953,agriculture
346980,ilegal_mining
346983,agriculture
347009,agriculture
347016,agriculture
347017,ilegal_mining
347058,agriculture
347083,ilegal_mining
347084,agriculture
347091,agriculture
347120,agriculture
347139,agriculture
347182,ilegal_mining
347197,agriculture
347203,agriculture
347211,agriculture
347214,agriculture
347216,agriculture
347220,ilegal_mining
347223,agriculture
347290,agriculture
347331,agriculture
347352,agriculture
347354,ilegal_mining
347358,agriculture
347371,agriculture
347381,agriculture
347398,agriculture
347409,ilegal_mining
347412,agriculture
347417,agriculture
347421,agriculture
347430,agriculture
347445,agriculture
347489,agriculture
347503,ilegal_mining
347510,agriculture
347547,agriculture
347555,agriculture
347560,agriculture
347568,agriculture
347578,ilegal_mining
347580,ilegal_mining
347584,ilegal_mining
347585,ilegal_mining
347586,ilegal_mining
347588,ilegal_mining
347589,ilegal_mining
347596,agriculture
347605,agriculture
347640,agriculture
347654,ilegal_mining
347664,ilegal_mining
347665,ilegal_mining
347666,ilegal_mining
347667,ilegal_mining
347670,ilegal_mining
347672,ilegal_mining
347674,ilegal_mining
347676,ilegal_mining
347677,ilegal_mining
347678,ilegal_mining
347680,ilegal_mining
347681,ilegal_mining
347682,ilegal_mining
347683,ilegal_mining
347686,ilegal_mining
347687,ilegal_mining
347711,ilegal_mining
347712,ilegal_mining
347715,ilegal_mining
347716,ilegal_mining
347719,ilegal_mining
347721,ilegal_mining
347725,agriculture
347774,ilegal_mining
347775,ilegal_mining
347786,ilegal_mining
347793,ilegal_mining
347803,agriculture
347809,ilegal_mining
347844,agriculture
347845,ilegal_mining
347848,ilegal_mining
347919,agriculture
347924,ilegal_mining
347927,ilegal_mining
347929,ilegal_mining
347930,ilegal_mining
347937,ilegal_mining
347951,ilegal_mining
347957,agriculture
347964,ilegal_mining
347970,agriculture
347995,agriculture
348003,ilegal_mining
348019,ilegal_mining
348020,ilegal_mining
348024,ilegal_mining
348025,ilegal_mining
348026,ilegal_mining
348027,ilegal_mining
348029,ilegal_mining
348030,ilegal_mining
348032,ilegal_mining
348033,ilegal_mining
348035,ilegal_mining
348036,ilegal_mining
348037,ilegal_mining
348040,ilegal_mining
348041,ilegal_mining
348045,agriculture
348046,ilegal_mining
348047,ilegal_mining
348048,ilegal_mining
348050,ilegal_mining
348052,ilegal_mining
348053,ilegal_mining
348054,ilegal_mining
348055,ilegal_mining
348056,ilegal_mining
348107,agriculture
348116,ilegal_mining
348147,agriculture
348157,ilegal_mining
348177,agriculture
348178,agriculture
348183,agriculture
348195,agriculture
348199,agriculture
348220,agriculture
348253,agriculture
348371,agriculture
348383,agriculture
348414,agriculture
348434,agriculture
348761,ilegal_mining
348764,ilegal_mining
348772,ilegal_mining
348784,ilegal_mining
348906,agriculture
349092,agriculture
349096,agriculture
349100,agriculture
349105,agriculture
349112,agriculture
349152,agriculture
349166,agriculture
349172,agriculture
349190,ilegal_mining
349197,agriculture
349200,agriculture
349215,agriculture
349229,agriculture
349250,ilegal_mining
349256,ilegal_mining
349258,ilegal_mining
349268,ilegal_mining
349271,agriculture
349375,agriculture
349399,agriculture
349410,ilegal_mining
349413,agriculture
349418,ilegal_mining
349437,ilegal_mining
349444,agriculture
349445,ilegal_mining
349446,ilegal_mining
349453,agriculture
349476,agriculture
349477,agriculture
349484,agriculture
349487,agriculture
349509,ilegal_mining
349511,ilegal_mining
349513,urban_expansion
349515,ilegal_mining
349518,ilegal_mining
349523,ilegal_mining
349524,agriculture
349530,ilegal_mining
349539,ilegal_mining
349568,urban_expansion
349585,ilegal_mining
349588,ilegal_mining
349589,ilegal_mining
349597,ilegal_mining
349612,agriculture
349704,agriculture
349709,agriculture
349716,agriculture
349735,agriculture
349771,agriculture
349777,agriculture
349811,ilegal_mining
349837,ilegal_mining
349846,ilegal_mining
349871,ilegal_mining
349872,ilegal_mining
349883,ilegal_mining
349888,ilegal_mining
349889,agriculture
349893,ilegal_mining
349894,agriculture
349913,ilegal_mining
349918,ilegal_mining
349924,agriculture
349930,agriculture
349937,ilegal_mining
349951,agriculture
350011,ilegal_mining
350017,agriculture
350057,agriculture
350091,ilegal_mining
350106,agriculture
350132,agriculture
350137,agriculture
350145,ilegal_mining
350155,ilegal_mining
350156,agriculture
350175,agriculture
350191,agriculture
350195,agriculture
350231,agriculture
350237,agriculture
350238,agriculture
350246,agriculture
350247,agriculture
350250,agriculture
350254,agriculture
350255,agriculture
350265,agriculture
350267,agriculture
350276,ilegal_mining
350278,ilegal_mining
350280,ilegal_mining
350281,ilegal_mining
350282,ilegal_mining
350283,ilegal_mining
350284,ilegal_mining
350285,ilegal_mining
350302,agriculture
350318,agriculture
350322,agriculture
350343,ilegal_mining
350348,agriculture
350354,agriculture
350383,agriculture
350395,agriculture
350457,agriculture
350458,agriculture
350493,agriculture
350495,agriculture
350506,ilegal_mining
350516,agriculture
350518,agriculture
350525,ilegal_mining
350528,ilegal_mining
350533,ilegal_mining
350552,agriculture
350559,agriculture
350580,agriculture
350593,agriculture
350601,agriculture
350632,agriculture
350656,agriculture
350667,agriculture
350678,agriculture
350684,agriculture
350712,agriculture
350716,agriculture
350756,agriculture
350771,ilegal_mining
350776,ilegal_mining
350780,agriculture
350787,agriculture
350821,agriculture
350823,agriculture
350879,agriculture
350880,urban_expansion
350883,agriculture
350885,agriculture
350888,agriculture
350891,ilegal_mining
350901,agriculture
350913,agriculture
350921,agriculture
351000,agriculture
351091,ilegal_mining
351100,agriculture
351122,ilegal_mining
351130,ilegal_mining
351150,agriculture
351158,urban_expansion
351159,ilegal_mining
351217,agriculture
351257,agriculture
351259,ilegal_mining
351260,agriculture
351266,agriculture
351277,agriculture
351278,agriculture
351295,ilegal_mining
351308,agriculture
351343,agriculture
351346,agriculture
351349,agriculture
351350,agriculture
351352,agriculture
351357,agriculture
351365,agriculture
351369,agriculture
351395,agriculture
351428,agriculture
351508,agriculture
351509,ilegal_mining
351548,ilegal_mining
351550,agriculture
351558,ilegal_mining
351570,ilegal_mining
351573,ilegal_mining
351596,agriculture
351614,agriculture
351644,agriculture
351650,ilegal_mining
351656,ilegal_mining
351697,ilegal_mining
351720,agriculture
351732,agriculture
351777,agriculture
351805,agriculture
351812,agriculture
351817,agriculture
351837,agriculture
351841,agriculture
351875,agriculture
351971,ilegal_mining
351987,agriculture
351991,ilegal_mining
351996,agriculture
352035,agriculture
352062,ilegal_mining
352073,agriculture
352085,agriculture
352102,agriculture
352154,agriculture
352258,agriculture
352363,agriculture
352472,agriculture
352473,agriculture
352529,ilegal_mining
352541,agriculture
352609,agriculture
352646,agriculture
352657,ilegal_mining
352750,ilegal_mining
352778,agriculture
352845,agriculture
352847,agriculture
352849,agriculture
352864,ilegal_mining
352868,ilegal_mining
352869,ilegal_mining
352870,ilegal_mining
352890,agriculture
352903,agriculture
352908,agriculture
352911,agriculture
352919,agriculture
352924,urban_expansion
352925,agriculture
352927,agriculture
352928,agriculture
352931,agriculture
353047,agriculture
353100,agriculture
353130,ilegal_mining
353149,agriculture
353198,ilegal_mining
353217,agriculture
353239,agriculture
353247,ilegal_mining
353357,ilegal_mining
353363,ilegal_mining
353371,agriculture
353379,urban_expansion
353386,agriculture
353434,agriculture
353455,agriculture
353513,agriculture
353578,ilegal_mining
353579,agriculture
353606,agriculture
353608,agriculture
353672,agriculture
353712,agriculture
353715,agriculture
353732,agriculture
353775,agriculture
353924,agriculture
354001,urban_expansion
354008,agriculture
354039,agriculture
354059,agriculture
354087,agriculture
354141,agriculture
354142,ilegal_mining
354143,agriculture
354148,ilegal_mining
354150,ilegal_mining
354153,agriculture
354160,ilegal_mining
354164,agriculture
354176,urban_expansion
354190,agriculture
354220,agriculture
354226,agriculture
354248,agriculture
354261,agriculture
354275,agriculture
354279,ilegal_mining
354281,ilegal_mining
354297,ilegal_mining
354319,ilegal_mining
354324,ilegal_mining
354330,ilegal_mining
354353,agriculture
354397,agriculture
354398,agriculture
354461,agriculture
354466,agriculture
354531,agriculture
354785,agriculture
354844,agriculture
354886,agriculture
354891,agriculture
354907,agriculture
354938,agriculture
354951,agriculture
354966,agriculture
354988,agriculture
354991,agriculture
355037,agriculture
355052,agriculture
355064,ilegal_mining
355067,agriculture
355073,agriculture
355076,agriculture
355110,agriculture
355235,agriculture
355319,agriculture
355331,ilegal_mining
355363,agriculture
355400,agriculture
355430,agriculture
355439,ilegal_mining
355454,ilegal_mining
355495,ilegal_mining
355501,ilegal_mining
355505,ilegal_mining
355506,agriculture
355532,ilegal_mining
355580,agriculture
355586,agriculture
355608,agriculture
355610,agriculture
355661,ilegal_mining
355760,agriculture
355763,agriculture
355786,agriculture
355851,agriculture
355876,agriculture
355893,agriculture
355922,ilegal_mining
355961,agriculture
356002,agriculture
356051,agriculture
356137,agriculture
356308,agriculture
356316,agriculture
356318,agriculture
356322,agriculture
356327,agriculture
356329,agriculture
356334,agriculture
356362,agriculture
356440,agriculture
356450,agriculture
356479,agriculture
356491,agriculture
356504,agriculture
356516,agriculture
356532,agriculture
356534,agriculture
356542,agriculture
356544,agriculture
356546,agriculture
356553,agriculture
356556,agriculture
356570,agriculture
356600,agriculture
356673,agriculture
356674,urban_expansion
356716,agriculture
356725,agriculture
356727,agriculture
356739,agriculture
356740,agriculture
356769,ilegal_mining
356799,agriculture
356829,agriculture
356873,agriculture
356896,agriculture
356904,agriculture
356912,agriculture
356924,agriculture
356957,agriculture
356959,agriculture
357022,agriculture
357023,agriculture
357116,agriculture
357127,agriculture
357129,agriculture
357145,agriculture
357199,agriculture
377725,agriculture
378881,agriculture
379279,agriculture
379554,agriculture
379558,agriculture
380269,agriculture
380289,agriculture
380313,agriculture
396323,agriculture
396328,agriculture
396343,ilegal_mining
396352,agriculture
396362,ilegal_mining
396363,agriculture
396388,agriculture
396431,agriculture
396493,ilegal_mining
396535,agriculture
396583,agriculture
396619,agriculture
396620,agriculture
396636,agriculture
396667,agriculture
396677,agriculture
396685,agriculture
396686,agriculture
396714,agriculture
396719,agriculture
396720,ilegal_mining
396733,agriculture
396734,agriculture
396749,agriculture
396751,agriculture
396752,agriculture
396790,agriculture
396797,agriculture
396802,agriculture
396811,agriculture
396852,agriculture
396882,agriculture
396960,agriculture
396962,agriculture
397000,agriculture
397049,agriculture
397059,agriculture
397089,agriculture
397148,agriculture
397203,agriculture
397232,agriculture
397236,agriculture
397256,agriculture
397263,agriculture
397280,agriculture
397294,agriculture
397320,agriculture
397330,agriculture
397351,agriculture
397368,agriculture
397403,agriculture
397495,agriculture
397513,agriculture
397537,agriculture
397547,agriculture
397548,ilegal_mining
397605,agriculture
397606,agriculture
397608,agriculture
397614,agriculture
397635,ilegal_mining
397637,ilegal_mining
397641,agriculture
397649,ilegal_mining
397679,agriculture
397714,ilegal_mining
397723,ilegal_mining
397725,ilegal_mining
397758,agriculture
397763,ilegal_mining
397765,ilegal_mining
397766,ilegal_mining
397767,ilegal_mining
397770,ilegal_mining
397771,ilegal_mining
397772,ilegal_mining
397784,agriculture
397795,ilegal_mining
397799,ilegal_mining
397801,agriculture
397823,ilegal_mining
397825,ilegal_mining
397865,ilegal_mining
397866,ilegal_mining
397867,ilegal_mining
397868,ilegal_mining
397876,agriculture
397880,agriculture
397945,agriculture
397964,ilegal_mining
397994,agriculture
398028,agriculture
398032,agriculture
398037,ilegal_mining
398055,ilegal_mining
398068,ilegal_mining
398075,agriculture
398080,agriculture
398109,agriculture
398114,ilegal_mining
398149,ilegal_mining
398152,agriculture
398157,ilegal_mining
398205,agriculture
398214,ilegal_mining
398225,ilegal_mining
398228,ilegal_mining
398230,ilegal_mining
398231,ilegal_mining
398236,ilegal_mining
398238,ilegal_mining
398240,ilegal_mining
398241,ilegal_mining
398243,ilegal_mining
398244,ilegal_mining
398245,ilegal_mining
398246,ilegal_mining
398247,ilegal_mining
398249,ilegal_mining
398251,ilegal_mining
398252,ilegal_mining
398262,ilegal_mining
398270,ilegal_mining
398361,agriculture
398432,agriculture
398505,agriculture
398508,agriculture
398577,agriculture
398583,ilegal_mining
398588,agriculture
398620,agriculture
398679,agriculture
399249,agriculture
399268,agriculture
399288,agriculture
399310,agriculture
399320,agriculture
399380,agriculture
399383,agriculture
399404,agriculture
399417,agriculture
399450,agriculture
399588,agriculture
399606,agriculture
399688,agriculture
399724,agriculture
399766,agriculture
399791,agriculture
399873,agriculture
399962,ilegal_mining
399977,ilegal_mining
399980,agriculture
400070,agriculture
400090,agriculture
400101,agriculture
400153,agriculture
400182,agriculture
400276,agriculture
400335,agriculture
400358,agriculture
400406,agriculture
400451,agriculture
400528,agriculture
400678,agriculture
400706,agriculture
400729,agriculture
400804,agriculture
400838,ilegal_mining
400852,agriculture
400860,agriculture
400868,agriculture
400869,agriculture
400903,ilegal_mining
400935,agriculture
400937,agriculture
400957,agriculture
400967,agriculture
400977,agriculture
401201,agriculture
401296,agriculture
401512,agriculture
401708,agriculture
402362,ilegal_mining
402367,agriculture
402375,ilegal_mining
402624,agriculture
402795,agriculture
403137,ilegal_mining
403237,agriculture
403263,agriculture
403302,ilegal_mining
403350,agriculture
403438,ilegal_mining
403462,agriculture
403487,ilegal_mining
403509,ilegal_mining
403516,ilegal_mining
403535,ilegal_mining
403536,ilegal_mining
403560,ilegal_mining
403592,ilegal_mining
403603,ilegal_mining
403614,ilegal_mining
403667,ilegal_mining
403704,ilegal_mining
403708,agriculture
403715,agriculture
403742,ilegal_mining
403757,agriculture
403780,ilegal_mining
403806,ilegal_mining
403807,agriculture
403819,agriculture
403837,ilegal_mining
403860,agriculture
403866,ilegal_mining
403882,ilegal_mining
403886,ilegal_mining
403898,agriculture
403909,agriculture
403917,ilegal_mining
403938,agriculture
403947,ilegal_mining
403956,agriculture
403959,agriculture
403967,agriculture
403985,agriculture
403990,agriculture
403995,ilegal_mining
404010,ilegal_mining
404020,ilegal_mining
404026,agriculture
404037,agriculture
404043,agriculture
404049,ilegal_mining
404061,ilegal_mining
404065,agriculture
404071,ilegal_mining
404080,agriculture
404100,ilegal_mining
404103,ilegal_mining
404110,agriculture
404115,ilegal_mining
404117,ilegal_mining
404122,ilegal_mining
404140,agriculture
404193,ilegal_mining
404200,agriculture
404201,agriculture
404208,ilegal_mining
404216,ilegal_mining
404222,agriculture
404230,ilegal_mining
404303,ilegal_mining
404307,agriculture
404323,ilegal_mining
404326,ilegal_mining
404353,ilegal_mining
404373,agriculture
404378,agriculture
404381,ilegal_mining
404382,ilegal_mining
404385,agriculture
404386,ilegal_mining
404408,agriculture
404415,ilegal_mining
404426,agriculture
404430,ilegal_mining
404455,agriculture
404459,ilegal_mining
404461,ilegal_mining
404463,ilegal_mining
404467,ilegal_mining
404494,ilegal_mining
404501,agriculture
404511,ilegal_mining
404526,ilegal_mining
404530,ilegal_mining
404537,ilegal_mining
404557,ilegal_mining
404580,agriculture
404582,agriculture
404588,agriculture
404591,agriculture
404597,agriculture
404599,ilegal_mining
404600,ilegal_mining
404643,agriculture
404664,ilegal_mining
404691,agriculture
404702,agriculture
404705,ilegal_mining
404720,ilegal_mining
404730,ilegal_mining
404766,agriculture
404790,agriculture
404798,ilegal_mining
404801,agriculture
404818,agriculture
404826,agriculture
404842,agriculture
404843,agriculture
404853,ilegal_mining
404876,ilegal_mining
404883,ilegal_mining
404887,ilegal_mining
404888,agriculture
404890,ilegal_mining
404894,ilegal_mining
404906,agriculture
404910,ilegal_mining
404921,agriculture
404927,agriculture
404935,agriculture
404939,ilegal_mining
404953,agriculture
404955,ilegal_mining
404970,ilegal_mining
404981,ilegal_mining
405008,agriculture
405012,ilegal_mining
405016,agriculture
405025,ilegal_mining
405031,agriculture
405037,ilegal_mining
405041,agriculture
405044,ilegal_mining
405049,ilegal_mining
405059,ilegal_mining
405067,ilegal_mining
405077,ilegal_mining
405081,ilegal_mining
405087,ilegal_mining
405112,ilegal_mining
405141,agriculture
405224,agriculture
405225,ilegal_mining
405238,agriculture
405281,agriculture
405306,agriculture
405316,agriculture
405330,ilegal_mining
405353,agriculture
405369,ilegal_mining
405375,agriculture
405384,ilegal_mining
405405,agriculture
405446,agriculture
405507,ilegal_mining
405513,ilegal_mining
405527,ilegal_mining
405575,agriculture
405581,agriculture
405583,ilegal_mining
405604,ilegal_mining
405613,agriculture
405616,agriculture
405638,agriculture
405680,ilegal_mining
405683,ilegal_mining
405705,agriculture
405735,agriculture
405741,agriculture
405846,agriculture
405847,agriculture
405848,agriculture
405903,agriculture
405983,agriculture
406083,agriculture
406186,agriculture
406212,agriculture
406223,agriculture
406273,agriculture
406374,agriculture
406377,agriculture
406406,agriculture
406428,agriculture
406460,agriculture
406467,agriculture
406480,agriculture
406491,agriculture
406492,agriculture
406496,agriculture
406500,agriculture
406521,agriculture
406539,agriculture
406550,agriculture
406559,agriculture
406566,agriculture
406581,agriculture
406583,agriculture
406586,agriculture
406604,agriculture
406615,agriculture
406626,agriculture
406672,agriculture
406680,agriculture
406686,agriculture
406709,agriculture
406717,agriculture
406743,agriculture
406778,agriculture
406780,agriculture
406828,agriculture
406830,agriculture
406833,agriculture
406837,agriculture
406880,agriculture
406892,agriculture
406903,agriculture
406905,agriculture
406931,agriculture
406957,agriculture
406977,agriculture
407064,agriculture
407074,agriculture
407094,agriculture
407109,agriculture
407120,agriculture
407135,agriculture
407137,agriculture
407141,agriculture
407161,agriculture
407177,agriculture
407248,agriculture
407260,agriculture
407268,agriculture
407274,agriculture
407284,agriculture
407298,agriculture
407304,agriculture
407328,agriculture
407379,agriculture
407422,agriculture
407447,agriculture
407461,agriculture
407464,agriculture
407497,agriculture
407519,agriculture
407541,agriculture
407546,agriculture
407552,agriculture
407556,agriculture
407671,ilegal_mining
407700,agriculture
407731,agriculture
407743,agriculture
407747,ilegal_mining
407748,agriculture
407789,agriculture
407790,agriculture
407877,agriculture
407886,agriculture
407893,agriculture
407895,agriculture
407903,agriculture
407904,agriculture
407929,agriculture
407930,agriculture
407932,ilegal_mining
407933,ilegal_mining
407934,ilegal_mining
407935,ilegal_mining
407936,ilegal_mining
407938,agriculture
407950,ilegal_mining
407951,ilegal_mining
407952,ilegal_mining
408924,agriculture
411920,agriculture
411924,ilegal_mining
411930,ilegal_mining
411931,ilegal_mining
411933,ilegal_mining
411938,ilegal_mining
411941,agriculture
412138,agriculture
412140,agriculture
412152,agriculture
412234,agriculture
412246,ilegal_mining
412278,agriculture
412290,agriculture
412346,agriculture
412363,agriculture
412418,ilegal_mining
412425,ilegal_mining
412439,ilegal_mining
412478,ilegal_mining
412562,agriculture
412578,agriculture
412604,ilegal_mining
412652,ilegal_mining
412655,ilegal_mining
412656,ilegal_mining
412657,ilegal_mining
412658,ilegal_mining
412659,ilegal_mining
412662,ilegal_mining
412667,ilegal_mining
412673,ilegal_mining
412680,ilegal_mining
412689,ilegal_mining
412694,ilegal_mining
412698,agriculture
412703,ilegal_mining
412708,ilegal_mining
412716,ilegal_mining
412744,agriculture
412749,ilegal_mining
412756,ilegal_mining
412759,ilegal_mining
412766,ilegal_mining
412774,ilegal_mining
412775,ilegal_mining
412791,ilegal_mining
412803,ilegal_mining
412811,ilegal_mining
412815,ilegal_mining
412827,ilegal_mining
412829,ilegal_mining
412830,ilegal_mining
412831,ilegal_mining
412832,ilegal_mining
412842,ilegal_mining
412855,ilegal_mining
412856,ilegal_mining
412858,ilegal_mining
412868,ilegal_mining
412870,ilegal_mining
412872,ilegal_mining
412875,ilegal_mining
412884,ilegal_mining
412886,agriculture
412908,ilegal_mining
412913,ilegal_mining
412914,ilegal_mining
412917,ilegal_mining
412918,ilegal_mining
412923,ilegal_mining
412928,agriculture
412934,ilegal_mining
412936,ilegal_mining
412937,ilegal_mining
412938,ilegal_mining
412949,ilegal_mining
412953,ilegal_mining
412972,agriculture
412977,ilegal_mining
412978,ilegal_mining
412979,ilegal_mining
412985,ilegal_mining
412990,ilegal_mining
412992,ilegal_mining
413017,ilegal_mining
413018,ilegal_mining
413078,agriculture
413082,agriculture
413084,agriculture
413098,agriculture
413137,agriculture
413177,agriculture
413188,agriculture
413193,agriculture
413195,agriculture
413201,agriculture
413238,agriculture
413242,agriculture
413261,agriculture
413262,agriculture
413268,agriculture
413269,agriculture
413302,agriculture
413310,ilegal_mining
413311,agriculture
413313,agriculture
413318,agriculture
413367,agriculture
413382,agriculture
413396,agriculture
413398,agriculture
413431,agriculture
413448,agriculture
413465,agriculture
413468,agriculture
413477,agriculture
413503,agriculture
413523,ilegal_mining
413528,ilegal_mining
413533,ilegal_mining
413564,agriculture
413565,agriculture
413586,agriculture
413596,agriculture
413601,agriculture
413616,agriculture
413637,agriculture
413680,agriculture
413684,agriculture
413689,agriculture
413723,agriculture
413733,agriculture
413739,agriculture
413741,agriculture
413767,agriculture
413769,agriculture
413782,agriculture
413807,agriculture
413818,agriculture
413857,agriculture
413881,agriculture
413884,agriculture
413887,agriculture
413910,agriculture
413919,agriculture
413987,agriculture
413999,agriculture
414035,agriculture
414048,agriculture
414051,agriculture
414053,agriculture
414072,agriculture
414112,agriculture
414115,agriculture
414130,ilegal_mining
414131,ilegal_mining
414133,ilegal_mining
414145,ilegal_mining
414147,ilegal_mining
414150,ilegal_mining
414151,ilegal_mining
414155,ilegal_mining
414173,ilegal_mining
414174,ilegal_mining
414205,agriculture
414209,agriculture
414236,agriculture
414313,agriculture
414321,agriculture
414326,agriculture
414343,agriculture
414367,agriculture
414380,agriculture
414441,agriculture
414465,agriculture
414622,agriculture
414702,agriculture
414775,agriculture
414776,agriculture
414796,agriculture
414797,ilegal_mining
414802,agriculture
414827,agriculture
414837,agriculture
414884,agriculture
414893,agriculture
415028,agriculture
415029,agriculture
415044,agriculture
415102,agriculture
415124,agriculture
415179,agriculture
415184,agriculture
415306,agriculture
415648,ilegal_mining
415700,agriculture
415730,agriculture
415809,agriculture
415910,agriculture
415939,agriculture
415954,agriculture
416010,agriculture
416073,agriculture
416118,ilegal_mining
416137,agriculture
416177,agriculture
416213,ilegal_mining
416278,agriculture
416280,agriculture
416289,agriculture
416401,agriculture
416405,agriculture
416464,agriculture
416553,agriculture
416605,agriculture
416670,agriculture
416691,agriculture
416720,agriculture
416968,agriculture
416970,agriculture
417135,agriculture
417226,agriculture
417282,agriculture
417407,agriculture
417560,agriculture
417580,agriculture
417586,agriculture
417632,agriculture
417675,agriculture
417680,agriculture
417700,agriculture
417704,agriculture
417849,agriculture
418203,agriculture
418357,agriculture
418450,ilegal_mining
418537,ilegal_mining
418549,ilegal_mining
418555,ilegal_mining
418628,ilegal_mining
418644,ilegal_mining
418659,agriculture
418661,ilegal_mining
418669,ilegal_mining
418670,ilegal_mining
418704,agriculture
418734,agriculture
418770,agriculture
418817,ilegal_mining
418820,ilegal_mining
418822,agriculture
418826,agriculture
418829,ilegal_mining
418832,ilegal_mining
418851,ilegal_mining
418859,ilegal_mining
418860,ilegal_mining
418867,ilegal_mining
418875,agriculture
418926,ilegal_mining
418963,agriculture
419020,agriculture
419059,ilegal_mining
419072,agriculture
419079,agriculture
419111,agriculture
419113,agriculture
419116,agriculture
419121,agriculture
419125,agriculture
419153,ilegal_mining
419182,ilegal_mining
419200,agriculture
419210,ilegal_mining
419232,ilegal_mining
419243,agriculture
419246,agriculture
419254,agriculture
419258,ilegal_mining
419261,agriculture
419285,ilegal_mining
419298,ilegal_mining
419314,ilegal_mining
419315,ilegal_mining
419322,ilegal_mining
419333,ilegal_mining
419339,agriculture
419346,ilegal_mining
419347,agriculture
419355,ilegal_mining
419387,agriculture
419397,ilegal_mining
419400,ilegal_mining
419436,ilegal_mining
419470,agriculture
419474,agriculture
419483,ilegal_mining
419507,ilegal_mining
419519,ilegal_mining
419524,ilegal_mining
419526,ilegal_mining
419537,ilegal_mining
